id,p99,pred_scale_depth,pred_scale_footprint,pred_scale_combined,pred_scale_oracle
SV_NewYork_40.7374_-74.0071.tif,50.76835,9.634236248516913,18.729248471846173,13.665612780439702,19.246128470759928
SV_NewYork_40.7400_-73.9852.tif,90.50381,5.0,18.455125456996058,5.0,5.0
SV_NewYork_40.7335_-74.0090.tif,58.571423,23.545873229242822,21.313881985882006,21.41290037160158,29.070256048326236
SV_NewYork_40.7359_-73.9971.tif,81.800476,9.555559042373467,18.423837769110385,7.667357380914211,19.433192252967388
SV_NewYork_40.7388_-74.0071.tif,54.445007,11.979512130501156,19.43945410574156,9.133097929817609,26.555477284771683
SV_NewYork_40.7359_-74.0020.tif,57.47541,13.582443194842547,18.373283296702397,9.18015430398978,23.42523803014207
SV_NewYork_40.7386_-73.9901.tif,92.12641,5.0,13.87951468891252,5.0,10.119824498594255
SV_NewYork_40.7388_-74.0108.tif,59.833717,17.07677615726407,20.397903628407416,13.202329441410853,27.252219835319735
SV_NewYork_40.7334_-73.9972.tif,80.103645,6.808636021874314,22.085117516057334,10.747114457982406,24.451326049194662
SV_NewYork_40.7401_-73.9934.tif,84.43356,5.0,24.506537688811473,8.782024847160528,12.13893329256581
SV_NewYork_40.7402_-74.0071.tif,52.406147,12.85125755563962,21.973300807921472,10.875513948455534,22.77162093359614
SV_NewYork_40.7400_-73.9901.tif,93.7841,5.0,18.63502593620644,5.0,5.0
SV_NewYork_40.7388_-74.0052.tif,54.534824,16.95222073691371,22.584539834423765,18.937378719202712,24.091416343320248
SV_NewYork_40.7360_-74.0071.tif,29.878496,5.179866589944382,16.10330739914178,7.665836321813771,6.152103903448577
SV_NewYork_40.7359_-73.9934.tif,82.70387,8.246042686024978,22.24514061332788,14.3358391976152,24.817234949791583
SV_NewYork_40.7374_-74.0108.tif,59.82813,18.500330173420952,20.91754703912518,17.659273390767495,22.569675709487598
SV_NewYork_40.7374_-74.0089.tif,48.527527,15.24791815073159,20.8308987845768,11.04354492244559,27.438496809347058
SV_NewYork_40.7335_-74.0035.tif,49.865536,5.0,24.89081933696688,10.024342074888636,13.062953606087675
SV_NewYork_40.7360_-74.0108.tif,61.526756,14.918762264345165,18.87763676983496,12.129113741719095,19.932785203241068
SV_NewYork_40.7373_-73.9934.tif,79.880646,5.0,30.75628162852881,21.769445563828967,32.5398187680604
SV_NewYork_40.7401_-74.0019.tif,65.61335,9.262152388398974,19.696263454264425,10.393821027940149,22.41520020635356
SV_NewYork_40.7401_-73.9989.tif,58.189804,5.0,18.319544013127125,5.0,17.756662011582264
SV_NewYork_40.7374_-74.0052.tif,27.291584,5.0,17.913873075876978,5.0,6.696666818172602
SV_NewYork_40.7343_-73.9798.tif,51.91343,9.856967314972316,25.487369377318586,14.85072001587497,8.831371800940943
SV_NewYork_40.7345_-73.9971.tif,68.350815,10.764276396356482,21.981868742901835,17.688787101173872,23.08857986766762
SV_NewYork_40.7359_-73.9953.tif,82.833755,5.0,20.03455973677248,5.0,10.246275229813975
SV_NewYork_40.7335_-74.0053.tif,46.26897,8.954240614420492,19.687400623621016,6.1495455516238025,11.350972467241505
SV_NewYork_40.7387_-73.9915.tif,85.425606,5.0,24.246155941452596,8.238610792026805,18.708643001242308
SV_NewYork_40.7387_-73.9934.tif,85.41948,5.0,17.685154235658903,5.0,18.00832915304369
SV_NewYork_40.7343_-73.9816.tif,71.217155,10.327421982147555,23.674816268853412,12.809594655269294,11.578441469625815
SV_NewYork_40.7334_-73.9953.tif,73.34578,11.13451688878131,22.729328366966225,17.45997306760475,23.907121565244026
SV_NewYork_40.7372_-73.9816.tif,66.09156,5.0,24.53743282741197,5.0,12.575297293902892
SV_NewYork_40.7345_-74.0020.tif,52.501797,8.278380843037489,23.813332155052343,9.343195849946866,19.874765007830376
SV_NewYork_40.7359_-74.0034.tif,52.234806,7.265997318848925,18.32334161920567,5.0,21.59216195178732
SV_NewYork_40.7401_-73.9915.tif,85.06451,7.05855873688494,10.675758854565707,5.582508328637914,14.772121938440122
SV_NewYork_40.7400_-73.9834.tif,73.819534,5.0,18.789758268839524,5.813125018546643,12.825517272415624
SV_NewYork_40.7334_-73.9990.tif,84.02657,17.768579953315086,22.153347536690283,19.911008068701136,21.868805943649164
SV_NewYork_40.7402_-74.0052.tif,54.171215,9.21796202551262,24.125748754538737,11.16690125019062,19.654216309521956
SV_NewYork_40.7334_-73.9916.tif,75.988525,16.734159162671382,28.110465798780677,27.157413034546586,23.324832756886025
SV_NewYork_40.7400_-73.9871.tif,92.14921,5.0,31.14322309387188,22.57184005733602,12.24169202893357
SV_NewYork_40.7399_-73.9783.tif,83.45197,10.365455274046333,22.687681610984008,12.769761204080169,22.00307194984225
SV_NewYork_40.7385_-73.9783.tif,83.38444,11.359166109231555,17.969193924730554,6.13533297980922,22.684514145093146
SV_NewYork_40.7373_-73.9971.tif,69.25314,8.97249857753227,23.07515734276383,12.62255734264059,18.060169652950748
SV_NewYork_40.7371_-73.9797.tif,81.85281,17.828913695963216,24.59559269205928,17.986750957217268,18.226803055127533
SV_NewYork_40.7387_-74.0020.tif,63.345245,12.424955290430638,25.21944172707142,17.30024945284694,26.152455966531022
SV_NewYork_40.7401_-73.9952.tif,84.44918,5.0,25.618508154961642,6.125015880352294,10.783490177365053
SV_NewYork_40.7346_-74.0071.tif,46.92631,11.785246853985072,18.33961605305027,7.4331060460466745,16.48949932132183
SV_NewYork_40.7386_-73.9815.tif,78.77334,9.338981655979616,21.509090802983906,7.209362207245022,18.572402666376732
SV_NewYork_40.7386_-73.9834.tif,75.40574,10.191633618244389,28.215062194329924,18.77523080478386,15.482875404588384
SV_NewYork_40.7346_-74.0090.tif,59.35435,16.049875921105574,17.626464924793567,11.536853865092056,21.00255925537506
SV_NewYork_40.7333_-73.9902.tif,75.99298,5.0,21.389224589726602,5.0,11.048473600140952
SV_NewYork_40.7343_-73.9783.tif,48.883396,15.690655371048393,26.04164475922358,20.546453151020614,15.325313405127716
SV_NewYork_40.7358_-73.9916.tif,97.04628,10.750153136607356,18.430762111200973,11.792904241067646,19.64581437616566
SV_NewYork_40.7345_-73.9990.tif,64.62306,5.0,17.847215944400453,5.0,10.68132967613522
