tile_id,comp_idx,true_p95,pred_ridge,pred_rf,pred_gb,pred_gb_geom_only
SV_NewYork_40.7374_-74.0071.tif,0,14.551460266113281,2.700750970631848,2.568767573907731,2.0,3.0737655255651997
SV_NewYork_40.7374_-74.0071.tif,1,19.025602340698242,4.231899170879041,8.516817810494157,4.006535036259675,10.576398481863563
SV_NewYork_40.7374_-74.0071.tif,2,22.94784164428711,2.944798595931154,3.9151620548052786,2.3150071554319807,10.119098329218748
SV_NewYork_40.7374_-74.0071.tif,3,20.612171173095703,4.807588907811953,9.195140487953488,4.447543867142171,8.663471269141876
SV_NewYork_40.7374_-74.0071.tif,4,22.70199966430664,6.504065275150921,9.425624470401985,5.923554047029784,14.36708357567369
SV_NewYork_40.7374_-74.0071.tif,5,20.104297637939453,2.9273016283622404,5.292889466385352,5.7264387671838595,10.530258215349583
SV_NewYork_40.7374_-74.0071.tif,6,21.947153091430664,3.673802411980498,5.137175017745372,2.384433004390526,8.897308637981405
SV_NewYork_40.7374_-74.0071.tif,7,17.72743797302246,2.0,3.8630963400586187,2.0,7.803653048693309
SV_NewYork_40.7400_-73.9852.tif,0,60.896766662597656,6.286673767292446,7.804611913832445,7.1391221276259715,16.076253295588316
SV_NewYork_40.7400_-73.9852.tif,1,22.216358184814453,5.7523798225648655,6.319318978732074,5.007316978684639,9.384736670657343
SV_NewYork_40.7400_-73.9852.tif,2,71.84151458740234,6.831891014352555,8.045548154718873,6.426586023195001,18.951623155082384
SV_NewYork_40.7400_-73.9852.tif,3,49.244903564453125,3.9820999092582117,2.425916140358059,2.306612265336176,3.759971725193606
SV_NewYork_40.7400_-73.9852.tif,4,76.68672180175781,4.869874762314314,7.695338547589281,6.04044753687181,12.61151301058262
SV_NewYork_40.7400_-73.9852.tif,5,58.83000564575195,5.21633094195634,7.157262576128677,5.718945929728769,13.170803421965587
SV_NewYork_40.7400_-73.9852.tif,6,50.18227767944336,2.0,3.037225867363321,2.0,4.3875991522366595
SV_NewYork_40.7400_-73.9852.tif,7,27.27402687072754,8.02129028774387,10.219987776131305,8.031357096692707,29.482947052119954
SV_NewYork_40.7400_-73.9852.tif,8,97.04180908203125,6.83221439853288,8.694342020909923,5.70303265954175,11.884030174491524
SV_NewYork_40.7400_-73.9852.tif,9,39.64371871948242,5.34282036099163,8.560398638589412,6.459404394368197,16.525915883025604
SV_NewYork_40.7400_-73.9852.tif,10,69.88628387451172,4.551314191791159,6.864752360567943,4.9405692211149335,10.350802856101241
SV_NewYork_40.7400_-73.9852.tif,11,50.70445251464844,4.992577425266873,5.376801454009502,3.432820395346433,9.563737510955661
SV_NewYork_40.7335_-74.0090.tif,0,18.03364372253418,3.1192486526621472,2.8745485774778685,2.0,3.1639023579809518
SV_NewYork_40.7335_-74.0090.tif,1,26.217872619628906,4.410099808761225,4.871055609892998,6.737143928611251,6.752084589545735
SV_NewYork_40.7335_-74.0090.tif,2,21.28136444091797,7.760271325599195,9.156288667042634,9.201787345574104,10.845793199756073
SV_NewYork_40.7335_-74.0090.tif,3,21.259449005126953,4.574112831117987,5.440417319659392,5.1884173762861545,7.7845036342637535
SV_NewYork_40.7335_-74.0090.tif,4,40.49067306518555,11.371287533813879,11.607691076723125,9.86738287278976,16.281882338788588
SV_NewYork_40.7335_-74.0090.tif,5,22.656455993652344,10.599486941130554,12.807141323651852,7.489506015794395,15.239043053652233
SV_NewYork_40.7335_-74.0090.tif,6,37.60626220703125,3.063288887363571,3.9184023238624066,4.420199587872701,5.816223254703936
SV_NewYork_40.7359_-73.9971.tif,1,17.79640007019043,2.0,2.8073970855667496,2.0,2.593891257366076
SV_NewYork_40.7359_-73.9971.tif,2,54.590641021728516,2.823607945234338,5.24038305853925,3.224445954818938,6.0358092082198285
SV_NewYork_40.7359_-73.9971.tif,3,81.923095703125,8.370288860911618,11.141753801805287,6.378813677079751,11.185108978700537
SV_NewYork_40.7359_-73.9971.tif,4,15.786766052246094,2.0,3.932053627211759,3.0380047973503967,3.364447018326364
SV_NewYork_40.7359_-73.9971.tif,5,57.58250045776367,4.264323002575364,5.953507619060186,3.9098559835262923,7.086050527813649
SV_NewYork_40.7359_-73.9971.tif,6,33.8563346862793,8.725750213197776,9.828567945516793,14.678318917018201,10.704932602273871
SV_NewYork_40.7359_-73.9971.tif,8,23.470600128173828,5.844025440267499,9.8804764697341,11.573660755301793,9.810629921865932
SV_NewYork_40.7359_-73.9971.tif,9,61.00016403198242,4.584802208717176,4.852392560901456,3.1056330101919274,8.298816280221338
SV_NewYork_40.7359_-73.9971.tif,10,51.361793518066406,4.311029937352759,3.2956590493813747,2.0,3.6465303522133357
SV_NewYork_40.7388_-74.0071.tif,0,11.4856538772583,3.857166664938224,4.825669044782546,4.694048733704586,6.2219634645883986
SV_NewYork_40.7388_-74.0071.tif,1,21.36299705505371,2.0,3.197289563155895,2.1325638727820366,2.788743307227456
SV_NewYork_40.7388_-74.0071.tif,2,11.435729026794434,2.0,3.062315126255706,3.0647360607484453,3.2480562955538703
SV_NewYork_40.7388_-74.0071.tif,3,16.216960906982422,4.343754102717953,6.17462296380409,5.71901937084947,7.7984757843160555
SV_NewYork_40.7388_-74.0071.tif,4,14.374358177185059,2.271337935520185,5.246707439571754,4.56440753415143,8.074145418803255
SV_NewYork_40.7388_-74.0071.tif,5,15.600488662719727,4.509287121980191,5.172989547634585,4.17675974948569,7.687917939652063
SV_NewYork_40.7388_-74.0071.tif,6,23.707006454467773,2.336275518525728,5.363519288420626,4.66254650295746,6.94285435649768
SV_NewYork_40.7388_-74.0071.tif,7,29.090213775634766,5.916156658204826,7.129437962335442,6.2762836282891445,11.094305824024755
SV_NewYork_40.7388_-74.0071.tif,8,13.404508590698242,2.0,4.227272471998885,2.325575242704356,7.101185508684344
SV_NewYork_40.7388_-74.0071.tif,9,14.296506881713867,2.0,4.242052551476387,2.0,7.826859446135122
SV_NewYork_40.7359_-74.0020.tif,0,28.03297233581543,10.376628140183058,12.313371337778422,12.402497149889417,12.59838007292134
SV_NewYork_40.7386_-73.9901.tif,0,43.426841735839844,9.418034081496314,12.834752678698495,11.181738471804971,17.66721133584407
