tile_id,true_max,true_p90,true_p95,true_p99,frac_15,frac_20,frac_30,frac_40,bld_frac,bld_mean,oracle_scale,scene_mae_depth,scene_rmse_depth,scene_bias_depth,scene_mae_rgbd,mae_15_depth,mae_20_depth,mae_30_depth,mae_40_depth
SV_NewYork_40.7373_-74.0034.tif,63.376255,20.911072,22.466394,58.775826,0.2653083801269531,0.137176513671875,0.02751922607421875,0.024593353271484375,0.4557456970214844,18.256481,2.131612137451795,8.349818695270464,14.158220448667432,-8.312393292437791,8.331979079848681,23.076852926538166,28.18677617378172,53.44444631176647,55.43921053593123
SV_NewYork_40.7372_-73.9901.tif,99.741585,48.79992,83.14337,90.59164,0.3649024963378906,0.3074836730957031,0.22886276245117188,0.1976318359375,0.3963356018066406,41.38744,8.635951601116588,15.22196843933929,28.181482730985863,-14.661280056770403,16.132800943792738,40.15022991441751,44.83194989309141,53.15239474169708,56.380329053369586
SV_NewYork_40.7374_-74.0108.tif,59.909206,35.451145,48.036404,56.809277,0.25383758544921875,0.18981170654296875,0.11334609985351562,0.08222198486328125,0.34131622314453125,26.276857,-5.637996285050871,8.87248713942717,17.548632950513515,-8.847230236212338,8.979104477298172,31.28296829595847,36.46624769688402,44.93056484702054,48.581315374376665
SV_NewYork_40.7360_-74.0071.tif,48.678886,21.485422,22.824678,27.893137,0.3204994201660156,0.15125274658203125,0.002475738525390625,0.0014495849609375,0.5055809020996094,16.863972,1.44622792988873,8.537738302279674,12.594774257250544,-8.536417664782926,8.375874760548534,19.94899615880635,22.741842179246365,40.822598848523654,45.090861102398854
SV_NewYork_40.7400_-73.9852.tif,97.09563,50.553577,64.25017,76.65599,0.37664794921875,0.3410530090332031,0.20926666259765625,0.16437149047851562,0.4222412109375,35.891815,13.828772824552365,14.447632304938299,25.79624408387443,-14.135395970403316,15.141211491391232,37.11575944337048,39.45943069428218,51.29534009850763,56.08844771797656
SV_NewYork_40.7344_-73.9916.tif,101.14839,50.939728,65.59183,85.064545,0.4497032165527344,0.4282569885253906,0.2776031494140625,0.17817306518554688,0.4830818176269531,38.392483,13.161847580989013,18.531050556645074,29.763085673327975,-18.527941050547145,18.55170752433356,40.49034015673161,41.65045969024928,50.44072762255592,58.6675300202672
SV_NewYork_40.7345_-74.0034.tif,61.304058,22.93638,32.137028,50.785656,0.3031425476074219,0.17777252197265625,0.058643341064453125,0.034755706787109375,0.48444366455078125,19.327948,-0.5882577162962149,9.299845037346294,15.255757266453585,-9.274291521861539,9.374676059402224,24.3910480339871,28.985738518420735,42.215153065965346,48.579414059144625
SV_NewYork_40.7335_-74.0053.tif,57.852707,20.799475,22.537449,38.832165,0.2835350036621094,0.14575576782226562,0.019405364990234375,0.00946044921875,0.4897193908691406,16.763048,-0.41614287115794,8.223909820087226,12.84105784400163,-8.22268552476872,8.207377027729295,21.296399774559355,24.57623368712936,40.439778657748185,47.29071132041758
SV_NewYork_40.7334_-74.0020.tif,64.3508,22.294453,34.6626,51.396046,0.3131523132324219,0.15798568725585938,0.056270599365234375,0.045513153076171875,0.45906829833984375,20.221745,1.4690349883244394,9.124635847277233,15.548468580544736,-9.06742678435476,9.084343545806892,24.124184696139448,30.854773960824446,46.4125786478369,49.54611404329226
SV_NewYork_40.7359_-74.0020.tif,61.299995,20.63552,24.468494,50.95566,0.2546844482421875,0.12425613403320312,0.03672027587890625,0.030094146728515625,0.4491996765136719,17.731104,-3.56386706965161,7.944553340373858,13.85184069495229,-7.886472535956265,7.976437402917943,23.664572979740726,29.945368739681086,47.278502876470505,50.04131916794548
SV_NewYork_40.7333_-73.9798.tif,56.24441,39.11257,39.80904,41.5056,0.173919677734375,0.17008209228515625,0.16175460815429688,0.03033447265625,0.18608856201171875,36.300976,12.351904325902106,6.584354570420609,15.451308770778788,-6.2466550297178305,4.940135790031906,36.365552609316715,36.82681232834679,37.505511838890065,39.69598488290179
SV_NewYork_40.7388_-74.0108.tif,59.908543,32.493454,45.00548,56.840965,0.2385406494140625,0.20293426513671875,0.11097335815429688,0.07406997680664062,0.31070709228515625,27.706757,14.050049899480488,8.282239941820123,16.859921904139068,-8.21761925206741,8.611915492639532,31.74590554056881,34.17912938697691,43.016674451445205,47.80978217027574
SV_NewYork_40.7334_-73.9990.tif,106.04097,30.729082,50.327763,68.3287,0.27671051025390625,0.14178466796875,0.10107421875,0.0750579833984375,0.3823661804199219,25.027063,-6.978280001661929,9.557337655393589,18.953668047643685,-9.555630438439618,9.554706417314547,31.080993075054923,43.518154865148894,50.83064304317039,56.59058754172596
SV_NewYork_40.7374_-74.0052.tif,61.9628,21.394285,22.020985,24.477953,0.3697547912597656,0.17363357543945312,0.00542449951171875,0.00514984130859375,0.5465240478515625,17.17817,-3.0591355276506205,9.40205598121713,13.371335295703206,-9.40085341098233,9.395770982096519,19.858064653577426,22.455303092715866,49.982674941346055,50.7794661483047
SV_NewYork_40.7386_-73.9852.tif,97.097206,40.346813,50.98121,76.9316,0.3847007751464844,0.3395271301269531,0.18700408935546875,0.10863494873046875,0.4337730407714844,30.895784,3.2674323663047304,12.705562854247713,21.742623817592282,-12.062499484038677,13.384113382921848,31.11736718736395,33.01514607323941,42.171986810444686,51.06771601669856
SV_NewYork_40.7387_-73.9915.tif,91.97145,50.248634,59.455433,73.247215,0.4552803039550781,0.4095726013183594,0.3239250183105469,0.1996917724609375,0.47893524169921875,38.364826,36.83099807052106,17.940726330593517,28.166304352486673,-17.893566131241357,18.157578156606533,38.93452596544687,41.26226335349292,45.43610646566507,52.11215734826438
SV_NewYork_40.7335_-74.0108.tif,64.74529,37.628082,54.89093,58.446312,0.32343292236328125,0.22468948364257812,0.14259719848632812,0.0787200927734375,0.3906974792480469,28.21889,17.063757970872516,11.044177146794063,20.377560905211453,-11.020564229234328,11.038749162040371,32.10923861327304,38.55882185803171,47.38627148144527,55.70614046164967
SV_NewYork_40.7345_-73.9971.tif,80.07666,49.314415,52.433544,65.49445,0.44492340087890625,0.3017120361328125,0.22591781616210938,0.16951370239257812,0.497344970703125,31.36864,3.4240590186249276,15.102522506867889,23.894352640297804,-14.724594066139632,15.077728354880335,32.42950835283976,39.34514843042192,45.173694275690465,48.18600753682393
SV_NewYork_40.7359_-74.0034.tif,61.304104,20.64283,22.534767,50.90031,0.2823028564453125,0.1367645263671875,0.02565765380859375,0.0212554931640625,0.499542236328125,17.392685,-1.0685849841531414,8.700091985219096,13.806974589882127,-8.698950316638465,8.699705476421752,22.22696635306775,26.652051547971816,47.798299638955406,51.15621959919749
SV_NewYork_40.7401_-73.9952.tif,100.60274,49.464687,53.733986,83.02859,0.5705986022949219,0.5086708068847656,0.4580841064453125,0.29232025146484375,0.6006393432617188,39.461212,16.06432402788402,23.705315847415722,32.877602518295134,-23.697914346697257,23.672354298455105,41.07576839451928,43.88164710728361,45.97403459037413,51.736379933374316
SV_NewYork_40.7388_-74.0089.tif,52.38169,26.725477,32.22039,48.20364,0.3204154968261719,0.19095611572265625,0.06260299682617188,0.032470703125,0.5270767211914062,19.451784,5.224985221846283,9.325792801692245,14.596835836004384,-8.836956073692347,9.89042870556162,22.409878140778755,27.243054484002762,38.60134740066158,46.17330729808195
