tile_id,comp_idx,true_p95,true_max,pred_p95_phase18,pred_p95_oots
SV_NewYork_40.7374_-74.0071.tif,0,20.290618896484375,20.29884910583496,2.0,2.0
SV_NewYork_40.7374_-74.0071.tif,1,20.152854919433594,20.15387535095215,2.0,2.0
SV_NewYork_40.7374_-74.0071.tif,2,14.549839973449707,14.557836532592773,2.274782735192032,2.7588328442120353
SV_NewYork_40.7374_-74.0071.tif,3,19.02452850341797,19.03183364868164,3.7294888985498567,4.339388432394471
SV_NewYork_40.7374_-74.0071.tif,5,22.85598373413086,22.949220657348633,7.0171309372234605,7.568637109256036
SV_NewYork_40.7374_-74.0071.tif,6,20.61812973022461,20.63233757019043,5.7936437873243145,5.917577855908349
SV_NewYork_40.7374_-74.0071.tif,7,13.498910903930664,15.66974925994873,2.0,2.0
SV_NewYork_40.7374_-74.0071.tif,8,22.103729248046875,22.2667293548584,2.0,2.3160906705781326
SV_NewYork_40.7374_-74.0071.tif,9,20.098663330078125,20.119413375854492,4.258950978483892,4.524466257625732
SV_NewYork_40.7374_-74.0071.tif,10,24.462549209594727,24.51082420349121,5.627333734145703,5.541348182068927
SV_NewYork_40.7400_-73.9852.tif,0,63.473793029785156,63.76051330566406,7.354631822465624,8.27310839577552
SV_NewYork_40.7400_-73.9852.tif,1,22.321304321289062,34.90223693847656,6.400135175283611,7.389151960903605
SV_NewYork_40.7400_-73.9852.tif,2,71.77938079833984,73.35582733154297,9.127731898222313,9.943351253328796
SV_NewYork_40.7400_-73.9852.tif,3,49.21343231201172,49.26286315917969,4.807946687075861,6.036684092283992
SV_NewYork_40.7400_-73.9852.tif,4,76.68939208984375,76.70183563232422,3.880845606653889,4.861967989295009
SV_NewYork_40.7400_-73.9852.tif,5,50.77617263793945,58.965702056884766,10.66177034236933,10.750122376902311
SV_NewYork_40.7400_-73.9852.tif,6,97.03429412841797,97.09562683105469,7.891649103235487,8.561906154617894
SV_NewYork_40.7400_-73.9852.tif,7,39.638328552246094,61.17674255371094,5.844509344598221,7.0406145638096875
SV_NewYork_40.7400_-73.9852.tif,8,69.90760040283203,69.9237060546875,2.5369316548814442,3.925286025832343
SV_NewYork_40.7400_-73.9852.tif,9,50.70442199707031,50.70962905883789,5.140007872830903,6.117747499003844
SV_NewYork_40.7335_-74.0090.tif,0,20.893146514892578,20.90644073486328,2.0,2.0
SV_NewYork_40.7335_-74.0090.tif,1,25.74085235595703,25.76115608215332,2.0647841087908194,2.5146869875778
SV_NewYork_40.7335_-74.0090.tif,2,26.23186492919922,26.24708366394043,4.832708796659549,5.498582327072101
SV_NewYork_40.7335_-74.0090.tif,3,21.283308029174805,25.017507553100586,8.790778267310957,9.534794077981696
SV_NewYork_40.7335_-74.0090.tif,4,12.881367683410645,12.891892433166504,3.8042895926792415,4.6553619250801175
SV_NewYork_40.7335_-74.0090.tif,5,12.201868057250977,12.227794647216797,4.211149268976067,5.044950309599259
SV_NewYork_40.7335_-74.0090.tif,6,40.49101638793945,40.81849670410156,12.964291007395111,12.831886855993188
SV_NewYork_40.7335_-74.0090.tif,7,22.552858352661133,23.848005294799805,11.504722244771926,12.064646365148974
SV_NewYork_40.7359_-73.9971.tif,0,42.47279357910156,49.99089431762695,2.0,2.0
SV_NewYork_40.7359_-73.9971.tif,2,31.36778450012207,36.33566665649414,2.223306968949739,2.0
SV_NewYork_40.7359_-73.9971.tif,3,50.050846099853516,52.26254653930664,2.3816426335948364,2.0
SV_NewYork_40.7359_-73.9971.tif,4,81.92778778076172,81.9803466796875,10.231826659514937,9.220719181426514
SV_NewYork_40.7359_-73.9971.tif,5,57.57520294189453,57.62074661254883,7.856604987945447,7.412749670767428
SV_NewYork_40.7359_-73.9971.tif,6,49.96516418457031,49.97728729248047,4.667097217439254,4.304426729933913
SV_NewYork_40.7359_-73.9971.tif,7,33.8563346862793,37.16484069824219,9.89464048782241,9.513788772468178
SV_NewYork_40.7359_-73.9971.tif,8,72.71930694580078,72.74207305908203,4.460770842248552,4.347517872398638
SV_NewYork_40.7359_-73.9971.tif,9,19.493335723876953,19.496246337890625,2.9750580165969307,2.696172838926877
SV_NewYork_40.7359_-73.9971.tif,10,61.000362396240234,61.2707633972168,5.268787829958967,5.548954025800023
SV_NewYork_40.7359_-73.9971.tif,11,22.991748809814453,49.01055908203125,2.0,2.398610533776809
SV_NewYork_40.7359_-73.9971.tif,12,23.47271156311035,23.589616775512695,6.5214110404392365,6.659298517710687
SV_NewYork_40.7388_-74.0071.tif,0,11.48086929321289,21.482322692871094,3.4737310359763995,2.0
SV_NewYork_40.7388_-74.0071.tif,1,18.066621780395508,18.07468605041504,2.0,2.0
SV_NewYork_40.7388_-74.0071.tif,3,12.794661521911621,12.804788589477539,3.6422380133808367,2.222444703452462
SV_NewYork_40.7388_-74.0071.tif,4,11.434697151184082,11.43826675415039,2.0,2.0
SV_NewYork_40.7388_-74.0071.tif,5,14.375593185424805,14.390594482421875,3.41862699559414,2.0
SV_NewYork_40.7388_-74.0071.tif,6,16.215524673461914,16.236003875732422,5.24489966006815,3.5265332995840373
SV_NewYork_40.7388_-74.0071.tif,7,15.816268920898438,16.223806381225586,5.723626404616823,4.447395175192347
SV_NewYork_40.7388_-74.0071.tif,8,20.571218490600586,20.595483779907227,2.1419128583569194,2.0
SV_NewYork_40.7388_-74.0071.tif,9,17.00973129272461,17.022235870361328,3.629772354193075,2.2090109336051
SV_NewYork_40.7388_-74.0071.tif,10,18.642486572265625,18.645545959472656,2.0,2.0
SV_NewYork_40.7388_-74.0071.tif,11,23.70921516418457,23.727453231811523,2.0,2.0
SV_NewYork_40.7388_-74.0071.tif,12,29.081222534179688,29.544626235961914,7.8166169404649555,6.083794258974446
SV_NewYork_40.7388_-74.0071.tif,14,13.407405853271484,13.413498878479004,2.05629688437055,2.0
SV_NewYork_40.7388_-74.0071.tif,15,14.293451309204102,14.296648979187012,2.2229502619183457,2.0
SV_NewYork_40.7388_-74.0071.tif,16,21.438232421875,21.446455001831055,2.6655272969931474,2.0
SV_NewYork_40.7359_-74.0020.tif,0,28.028297424316406,28.061321258544922,11.174723781326604,10.922021374059149
SV_NewYork_40.7386_-73.9901.tif,0,43.402793884277344,45.827789306640625,11.238518402193607,11.672409337701511
SV_NewYork_40.7386_-73.9901.tif,1,95.50794219970703,95.61112976074219,11.027499208552042,11.817391373401573
SV_NewYork_40.7386_-73.9901.tif,2,38.134254455566406,38.15190124511719,2.242494878841409,4.006798489145502
SV_NewYork_40.7386_-73.9901.tif,3,65.88182830810547,65.96293640136719,10.034297323432924,10.787179302436542
SV_NewYork_40.7386_-73.9901.tif,4,17.929847717285156,17.93562126159668,2.0,2.7476209023587117
SV_NewYork_40.7386_-73.9901.tif,5,20.07658576965332,20.077266693115234,2.9037220698633686,4.0547458824258245
SV_NewYork_40.7386_-73.9901.tif,6,54.75178909301758,54.80018615722656,8.511152753737878,9.445242226519916
SV_NewYork_40.7388_-74.0108.tif,0,33.93579864501953,33.94779586791992,2.0,2.0
SV_NewYork_40.7388_-74.0108.tif,3,26.851247787475586,26.895050048828125,6.649272416361697,6.004113384409679
SV_NewYork_40.7388_-74.0108.tif,4,27.60671615600586,27.635957717895508,4.993355091727345,4.672696002663826
SV_NewYork_40.7388_-74.0108.tif,5,18.332698822021484,18.387815475463867,4.52205665277809,4.14109872927794
SV_NewYork_40.7388_-74.0108.tif,6,57.18069076538086,57.187740325927734,2.8839176668097632,3.1502996810262367
SV_NewYork_40.7388_-74.0108.tif,7,59.820064544677734,59.90854263305664,12.664460589249666,11.056479390044036
SV_NewYork_40.7334_-73.9972.tif,0,20.811233520507812,20.824705123901367,3.219681111721462,3.1568533752486347
SV_NewYork_40.7334_-73.9972.tif,1,23.155012130737305,23.18065643310547,4.554775439915578,4.365899936194615
SV_NewYork_40.7334_-73.9972.tif,2,52.71012496948242,52.79013442993164,8.80330622132451,9.013565514228066
SV_NewYork_40.7334_-73.9972.tif,3,48.371551513671875,50.1962776184082,6.646416199722314,6.570588415718013
SV_NewYork_40.7334_-73.9972.tif,4,19.49728775024414,19.522010803222656,2.6510369677639307,3.1681421606156457
SV_NewYork_40.7334_-73.9972.tif,5,34.844337463378906,34.84790802001953,2.8979406626123723,3.1238882700859563
SV_NewYork_40.7334_-73.9972.tif,6,57.797061920166016,67.7341079711914,3.5942932179701232,4.374433688431586
SV_NewYork_40.7334_-73.9972.tif,7,80.10126495361328,80.13731384277344,10.578440107533268,9.691525119079264
SV_NewYork_40.7334_-73.9972.tif,8,20.646896362304688,20.695688247680664,4.359727746185464,4.429613833707108
SV_NewYork_40.7334_-73.9972.tif,9,20.796171188354492,23.201013565063477,7.07419026669637,6.737795206479461
SV_NewYork_40.7334_-73.9972.tif,10,31.799144744873047,31.82271957397461,5.826702085933465,5.973954480504941
SV_NewYork_40.7334_-73.9972.tif,11,20.595178604125977,22.148656845092773,7.1920785759367,6.7726526654032
SV_NewYork_40.7334_-73.9972.tif,12,10.450106620788574,10.469696044921875,3.2748081406903324,3.981741765980325
SV_NewYork_40.7334_-73.9972.tif,13,9.354798316955566,9.385069847106934,4.7400776657612305,4.796708001180954
